htrc-id,pubcity,pubyear,title,oclc,language
None,Philadelphia ,"8, S","The life and most surprizing adventures of Robinson Crusoe, of York, mariner. : Containing a full and particular account how he lived twenty eight years in an uninhabited island on the coast of America: How his ship was lost in a storm and all his companions drowned ; and how he was cast upon the shore by the wreck ; with a true relation how he was at last miraculously preserved by pirates.",425967931,None
None,Philadelphia ,"1, N","The wonderful life and surprising adventures of Robinson Crusoe, of York, mariner : containing, a full and particular account how he lived eight and twenty years upon an uninhabited island on the coast of America: with a true relation how he was at last miracuously [sic] preserved. Adorned with cuts.",695996019,None
None,Philadelphia ,192-,Robinson Crusoe,463894851,None
None,Philadelphia ,1995,Robinson Crusoe,886685502,None
None,Philadelphia ,1995,Robinson Crusoe,886685502,None
None,Philadelphia ,1862,The little Robinson Crusoe.,54283557,None
None,Philadelphia ,1845,The Little Robinson Crusoe.,905327057,None
None,Philadelphia ,1945,Robinson Crusoe.,28402106,None
None,Philadelphia ,1819,Robinson Crusoe.,30751879,None
None,Philadelphia ,1857,The Little Robinson Crusoe.,905327055,None
None,Philadelphia ,712,"obinson Crusoe, or, The island.",122541437,None
None,Philadelphia ,1846,The life and adventures of Robinson Crusoe,24428238,None
None,Philadelphia ,110,he life and adventures of Robinson Crusoe,926222147,None
None,Philadelphia ,1805,The Wonderful life and adventures of Robinson Crusoe : Embellished with elegant cuts.,925561454,None
None,Philadelphia ,1807,"The Life and surprising adventure's [sic] of Robinson Crusoe, of York, mariner",925562868,None
None,Philadelphia ,1929,Robinson Crusoe : arranged for young readers in words of one syllable,12158511,None
None,Philadelphia ,1843,"The Life and adventures of Robinson Crusoe : revised with special reference to moral tendency, and adapted to the capacity of the young.",905334466,None
None,Philadelphia ,"22, ","he wonderful life and surprising adventures of that renowned hero, Robinson Crusoe : who lived twenty-eight years, on an uninhabited island, which he afterwards colonized.",925519241,None
None,Philadelphia ,"8, S","The life and most surprizing adventures of Robinson Crusoe, of York, mariner : Containing a full and particular account how he lived twenty eight years in an uninhabited island on the coast of America: How his ship was lost in a storm and all his companions drowned; and how he was cast upon the shore by the wreck; with a true relation how he was at last miraculously preserved by pirates",925415070,None
None,Philadelphia ,"8, S","The life and most surprizing adventures of Robinson Crusoe, of York, mariner : Containing a full and particular account how he lived twenty eight years in an uninhabited island on the coast of America: How his ship was lost in a storm and all his companions drowned; and how he was cast upon the shore by the wreck; with a true relation how he was at last miraculously preserved by pirates",925415070,None
None,Philadelphia ,1903,Serious reflections during the life and surprising adventures of Robinson Crusoe. With A vision of the angelic world and the history of the life and surprising adventures of Mr. Duncan Campbell.,18612319,None
None,Philadelphia ,1870,"The life and adventures of Robinson Crusoe, of York, mariner. ; Six coloured engravings on steel.",191235120,None
None,Philadelphia ,1807,"The life and surprizing adventures of Robinson Crusoe of York, mariner ; with plates ; G. Love, sc.",23550229,None
None,Philadelphia ,1953,Robinson Crusoe; a world classic simply told; illustrations by Lyle Justis.,4643770,None
None,Philadelphia ,1970,"The life and surprising adventures of Robinson Crusoe : of York, mariner",1013374806,None
None,Philadelphia ,1814,"The History of R. Crusoe, of York, mariner",926569823,None
None,Philadelphia ,1965,"The wonderful life and surprising adventures of that renowned hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",1013281696,None
None,Philadelphia ,1965,"The life and most surprising adventures of Robinson Crusoe, of York : containing a full and particular account how he lived twenty eight years in an uninhabited island ...",1013280141,None
None,Philadelphia ,1903,The works of Daniel Defoe.,204086,None
None,Philadelphia ,1805,The Wonderful life and adventures of Robinson Crusoe. : Embellished with elegant cuts.,1039423020,None
None,Philadelphia ,1807,"The Life and surprising adventure's [sic] of Robinson Crusoe, of York, mariner",1039384589,None
None,Philadelphia ,1807,"The Life and surprising adventure's [sic] of Robinson Crusoe, of York, mariner",1039384589,None
None,Philadelphia ,1835,The life and adventures of Robinson Crusoe : from the original work by Daniel Defoe.,435963202,None
None,Philadelphia ,6 So,"The Life and adventures of Robinson Crusoe : revised with special reference to moral tendency, and adapted to the capacity of the young : with numerous illustrations.",32898766,None
None,Philadelphia ,1791,"The life, and most surprizing adventures of Robinson Crusoe, of York, mariner : containing a full and particular account how he lived twenty-eight years in an uninhabited island on the coast of America, how his ship was lost in a storm, and all his companions drowned, and how he was cast upon the shore by the wreck, with a true relation how he was at last miraculously preserved by pirates : faithfully epitomized from the three volumes.",37680602,None
None,Philadelphia ,1800,"The wonderful life and surprising adventures of Robinson Crusoe, of York, mariner : containing a full and particular account how he lived eight and twenty years upon an uninhabited island on the coast of America, with a true relation how he was at last miracuously preserved.",45466558,None
None,Philadelphia ,1794,"The life and most surprizing adventures of Robinson Crusoe, of York, mariner. Containing a full and particular account how he lived twenty-eight years in an uninhabited island on the coast of America; how his ship was lost in a storm, and all his companions drowned; and how he was cast upon the shore by the wreck: with a true relation how he was at last miraculously preserved by pirates. Faithfully epitomized from the three volumes, and adorned with cuts, suited to the most remarkable stories.",931313210,None
None,Philadelphia ,1800,"The wonderful life and surprising adventures of Robinson Crusoe, of York, mariner ; containing, a full and particular account how he lived eight and twenty years upon an uninhabited island on the coast of America; with a true relation how he was at last miraculously preserved ...",25865437,None
None,Philadelphia ,1800,"The wonderful life and surprising adventures of Robinson Crusoe, of York, mariner ; containing, a full and particular account how he lived eight and twenty years upon an uninhabited island on the coast of America; with a true relation how he was at last miraculously preserved ...",25865437,None
None,Philadelphia ,1820,"The Life and Adventures of Robinson Crusoe, written by himself Vol. II.",832348693,None
None,Philadelphia ,1805,The life and most surprizing adventures of Robinson Crusoe ...,25772690,None
None,Philadelphia ,1820,"The Life and Adventures of Robinson Crusoe, written by himself Vol. II.",832348693,None
None,Philadelphia ,1805,The life and most surprizing adventures of Robinson Crusoe ...,25772690,None
None,Philadelphia ,1903,"Serious reflections during the life and surprising adventures of Robinson Crusoe, with a vision of the angelic world {and} The history of the life and surprising adventures of Mr. Duncan Campbell ; introduction by Gustavus Howard Maynadier.",270595085,None
None,Philadelphia ,1903,"Serious reflections during the life and surprising adventures of Robinson Crusoe, with a vision of the angelic world {and} The history of the life and surprising adventures of Mr. Duncan Campbell ; introduction by Gustavus Howard Maynadier.",270595085,None
None,Philadelphia ,1982,"The history of R. Crusoe of York, mariner.",1013350975,None
None,Philadelphia ,1809,"Die wunderbare Lebensbeschreibung und Erstaunliche Begebenheiten des berühmten Helden Robinson Crusoe, welcher acht und zwanzig Jahr auf einer unbewohnten Insel lebte, die er nacher bevölkert hat",64424830,None
None,Philadelphia ,1903,"The Works. 1, The life and strange adventures of Robinson Crusoe. Part 1 and 2",917681670,None
None,Philadelphia ,1903,"The Works. 2, Serious reflections during the life and surprising adventures of Robinson Crusoe with a vision of the angelic world. The history of the life and surprising adventures of Mr. Duncan Dampbell",917681671,None
None,Philadelphia ,1903,"Works : Introd. by Gustavus Howard Maynadier. 2. Serious reflections during the life and surprising adventures of Robinson Crusoe with a vision of the angelic world. The history of the life and surprising adventures of Mr. Duncan Dampbell. 1903.339,315 S.",630717568,None
None,Philadelphia ,1903,"Works : Introd. by Gustavus Howard Maynadier. 1. The life and strange adventures of Robinson Crusoe. Parts. 1.2. 1903.346,323 S.",630717562,None
None,Philadelphia ,1903,"Works : Introd. by Gustavus Howard Maynadier. 1. The life and strange adventures of Robinson Crusoe. Parts. 1.2. 1903.346,323 S.",630717562,None
None,Philadelphia ,224,"he history of the devil : Containing his original ; a state of his circumstances ; his conduct public and private ; the various turns of his affairs from Adam down ot this present time ; the various methods he takes to converse with mankind ; with the manner of his making witches, wizards, and conjuerers ; and how they sell their souls to him, etc. etc. ; the whole interspersed with many of the devil's adventures. To which is added a description of the devil's dwelling, called Hell.",950940165,None
None,Philadelphia ,1970,"Die wunderbare Lebensbeschreibung und erstaunliche Begenheiten des beruemten Helden Robinson Crusoe : welcer acht und zwanzig Jahr auf einer unbewohnten Insel lebte, die er nachher bevoelkert hat.",1013350506,None
None,Philadelphia ,1970,"Die wunderbare Lebensbeschreibung und erstaunliche Begenheiten des beruemten Helden Robinson Crusoe : welcer acht und zwanzig Jahr auf einer unbewohnten Insel lebte, die er nachher bevoelkert hat.",1013350506,None
None,Philadelphia. ,1788,"Die Wunderbare Lebensbeschreibung und Erstaunliche Begebenheiten des Berühmten Helden Robinson Crusoe, welcher 28 Jahr auf einer Unbewohnten Insen wohnete ...",177709499,None
None,Philip & Tacey ,1955,"Robinson Crusoe ... Retold by Constance M. Martin, etc.",559901529,None
None,Phillipsburg ,2002,Robinson Crusoe,50244134,None
None,Pioneers Bookshop ,2006,Robinson Crusoe,808133790,None
None,Pl. ,8. P,"ris 8. P Aventures de Robinson Crusoé ... Nouvelle traduction, revue sur l'édition anglaise. [Parts 1 and 2, abridged.].",559902908,None
None,Place of publication not identified ,18--,[Robinson Crusoe.,24428227,None
None,Place of publication not identified ,1987,Robinson Crusoe.,830611886,None
None,Pleasantville ,2005,Robinson Crusoe.,999380392,None
None,Pleasantville ,1966,Reader's Digest best loved books for young readers. Vol. 5,14092617,None
None,Pleasantville ,1966,Reader's Digest best loved books for young readers. Vol. 5,14092617,None
None,Pleasantville ,1966,A condensation of The life and strange surprising adventures of Robinson Crusoe,608785113,None
None,Pleasantville ,1966,A condensation of The life and strange surprising adventures of Robinson Crusoe,608785113,None
mdp.39015078549683,Portland Maine,,"The most surprising adventures, and wonderful life of Robinson Crusoe, of York, mariner. Containing a full and particular account ... how he lived eight and twenty years in an uninhabited island, on the coast of America, &c. With a true relation how he was at last miraculously preserved by pirates ...",23641062,eng
mdp.39015078560524,Porto,1896,"Adventuras de Robinson Crusoé, escriptas por elle em uma ilha deserta e abreviadas livremente por Antonio Coutinho.",23549453,por
None,Porto ,2005,Robinson Crusoe,1000074696,None
None,Porvoo ,1942,Robinson Crusoe,58187451,None
None,Porvoo ,1988,Robinson Crusoe,245619928,None
None,Porvoo ; Hki ; Juva ,1988,Robinson Crusoe,57809506,None
None,Porvoo ; Hki ; Juva ,1983,Robinson Crusoe,57825777,None
None,Porvoossa ,1955,Robinson Crusoe.,7182152,None
None,Poznań ,1996,Robinson Crusoe,750869381,None
None,Poznań ,2017,Przypadki Robinsona Cruzoe,995398009,None
None,Pozuelo de Alarcón ,2010,Robinson Crusoe,868817575,None
None,Pp. ,24,rinted for the Booksellers 24. The Life and Adventures of Robinson Crusoe. [A chapbook.].,752552417,None
None,Pp. ,72,. Harrild 72. The Life and most Surprising Adventures of Robinson Crusoe ... Embellished with engravings on wood.,752552308,None
None,Pp. ,72,. Harrild 72. The Life and most Surprising Adventures of Robinson Crusoe ... Embellished with engravings on wood.,752552308,None
None,Pp. ,362,Harper & Bros. 362. The Life and Strange Surprising Adventures of Robinson Crusoe ... With nearly one hundred original drawings and decorations ... by the brothers Louis and Frederick Rhead. [Edited by L. Rhead].,752551307,None
None,Pp. ,8. S, Marks & Sons 8. S The Wonderful History of Robinson Crusoe. [With illustrations.].,752552477,None
None,Pp. ,96,ollins 96. The Tale of Robinson Crusoe. Retold from Defoe. Illustrated.,752552643,None
None,Pp. ,332,"Frederick Etchells & Hugh Macdonald 332. The Life and Strange Surprizing Adventures of Robinson Crusoe, etc. [Edited by Kathleen W. Campbell. With illustrations by E. McKnight Kauffer.] F.P.",752551318,None
None,Pp. ,332,"Frederick Etchells & Hugh Macdonald 332. The Life and Strange Surprizing Adventures of Robinson Crusoe, etc. [Edited by Kathleen W. Campbell. With illustrations by E. McKnight Kauffer.] F.P.",752551318,None
None,Pp. ,80,eorge Routledge & Sons 80. The Adventures of Robinson Crusoe. With 40 illustrations by J.D. Watson.,752551874,None
None,Pp. ,80,eorge Routledge & Sons 80. The Adventures of Robinson Crusoe. With 40 illustrations by J.D. Watson.,752551874,None
None,Pp. ,144,"Worcester 144. The Most Surprising Adventures, and Wonderful Life of Robinson Crusoe, etc.",752552148,None
None,Pp. ,371,"Macdonald 371. The Life and Strange Surprising Adventures of Robinson Crusoe ... [Part 1, abridged.] Illustrated by Lynd Ward.",752552679,None
None,Pp. ,176,"Ward 176. The Adventures of Robinson Crusoe ... With 24 colour plates by A.E. Jackson. [Parts 1 and 2, abridged.].",752552609,None
None,Pp. ,93,he Wonderful Adventures of Robinson Crusoe. Embellished with ... cuts. [With a titlepage bearing the imprint: Oliver & Boyd: Edinburgh.].,752552251,None
None,Pp. ,144,"William Jones 144. The Life and most Surprising Adventures of Robinson Crusoe ... Faithfully epitomized from the three volumes [or rather, from the first two volumes].",752552242,None
None,Pp. ,284,"Whitman Pub. Co. 284. The Life and Adventures of Robinson Crusoe ... [Part I, abridged.] Illustrated by Paul Frame.",752552692,None
None,Pp. ,36,rinted for the Booksellers 36. The Adventures of Robinson Crusoe ... Embellished with four ... copperplates. A new and correct edition. [A Chapbook.].,752552264,None
None,Pp. ,364,"W. Taylor 364. The Life and Strange Suprizing Adventures of Robinson Crusoe, of York, Mariner: who lived eight and twenty years, all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque; having been cast on shore by shipwreck, whereon all the men perished but himself. With an account how he was at last as strangely deliver'd by pyrates. Written by himself. [By Daniel Defoe.].",752551201,None
None,Pp. ,364,"W. Taylor 364. The Life and Strange Suprizing Adventures of Robinson Crusoe, of York, Mariner: who lived eight and twenty years, all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque; having been cast on shore by shipwreck, whereon all the men perished but himself. With an account how he was at last as strangely deliver'd by pyrates. Written by himself. [By Daniel Defoe.].",752551201,None
None,Pp. ,284,"Frederick Warne & Co. 284. The Life and Adventures of Robinson Crusoe. With illustrations, printed in colours, from original designs. [Parts 1 and 2, abridged.].",752552460,None
None,Pp. ,287,"H. Mozley 287. The Life and most Surprising Adventures of Robinson Crusoe ... A new edition ... with very elegant cuts, descriptive of the subject. [Parts 1-3, abridged by Thomas Gent?].",752552246,None
None,Pp. iv. ,236,"Darton & Harvey 236. The Life and Adventures of Robinson Crusoe, etc. [With plates.].",752552380,None
None,Pp. iv. ,236,"Darton & Harvey 236. The Life and Adventures of Robinson Crusoe, etc. [With plates.].",752552380,None
None,Pp. iv. ,244,"Tabart & Co. 244. The Life and Adventures of Robinson Crusoe ... Revised for the use of young persons, and illustrated with sixteen copper plates.",752552196,None
None,Pp. v. ,502,"William Tegg 502. The Surprising Adventures of Robinson Crusoe: with a life of the author, by the Rev. H. Stebbing ... Illustrated with ... steel plates by H. Corbould.",752551728,None
None,Pp. vi. ,322,"W. & R. Chambers 322. The Life and Strange Surprising Adventures of Robinson Crusoe ... Edited for school use, with explanatory notes, etc. by Alfonzo Gardiner. [Part 1.] (Slightly abridged.).",752552506,None
None,Pp. viii ,160,Sefer kur ʻoni. [Hebrew version of Robinson Crusoe. Translated into Hebrew by Isaac Rumsch. 3rd rev. edition by Judah Loeb Mats.].,504090064,None
None,Pp. viii. ,416,Cassell & Co. 416. The Life and Strange Surprising Adventures of Robinson Crusoe ... With one hundred and eighteen original illustrations in colour and black and white by Wal Paget.,752552009,None
None,Pp. xiii. ,394,"Cassell 394. The Life and Strange Surprising Adventures of Robinson Crusoe, etc.",752551819,None
None,Pp. xix. ,219,The Macmillan Co. 219. The Life and Adventures of Robinson Crusoe ... Edited with notes and an introduction by Clifton Johnson. [Parts 1 and 2.] (Condensed.).,752552553,None
None,Pp. xxiv. ,442,Baldwin & Cradock 442. The Life and Surprising Adventures of Robinson Crusoe ... With a biographical account of Defoe. Illustrated with ... wood engravings ... from drawings by Harvey.,752551667,None
None,Pp. xxxi. ,384,Ward 384. The Adventures of Robinson Crusoe ... With a memoir of the author. Illustrated ... by T.H. Nicholson ... Twelfth edition. [Part two is abridged.].,752551834,None
None,Prag ,1840,Leben und Abenteuer Robinson Crusoe's / 2.,315334941,None
None,Prag ,1839,Leben und Abenteuer Robinson Crusoe's / 1.,315334922,None
None,Prag ,18--,"Merkwürdige Schicksale Robinson Crusoe's : Erzählung seiner Reisen, Abentheuer und Unfälle ... ; nach dem Englischen",85162614,None
None,Praha ,1986,Robinson Crusoe,15158219,None
None,Praha ,1964,Robinson Crusoe,42086890,None
None,Praha ,1910,Robinson Crusoe. Díl 2,85702026,None
None,Praha ,1910,Robinson Crusoe. Díl 1,85702029,None
None,Praha ,1956,Robinson Crusoe,254577747,None
None,Praha ,1958,Robinson Crusoe.,7145216,None
None,Praha ,1946,"Robinson Crusoe. (Přeložil Quido Palička. Druhé vydání.) [Parts 1 and 2, abridged. With plates.].",559901797,None
None,Praha ,1937,"Robinson Crusoe, jeho osudy, zážitky a dobrodružství",85570877,None
None,Praha ,1937,"Robinson Crusoe, jeho osudy, zážitky a dobrodružství",85570877,None
None,Praha ,1983,Robinson Crusoe : podle románu Daniela Defoa volně vypravuje Josef V. Pleva : pro čtenáře od 9 let : četba pro žáky zákl. škol,85552599,None
None,Praha ,1968,"Život a zvláštní podivná dobrodružství Robinsona Crusoe, námořníka z Yorku",40738000,None
None,Praha ,1956,Robinson Krusoe : Výpravná hra pro mládež o 10 obrazech,85454627,None
None,Praha ,1990,Robinson Crusoe : podle románu Daniela Defoea,312840652,None
None,Praha ,1956,Robinson Crusoe : podle románu,660206383,None
None,Praha [u.a.] ,1934,Robinson Crusoe,698797608,None
None,Pretoria ,1962,Robinson Crusoe,123773570,None
None,Pretoria ,1930,Robinson Crusoe,819336726,None
None,Pretoria ,1962,Robinson Crusoe,814195602,None
None,Pretoria ,1962,Robinson Crusoe,814195602,None
None,Pretoria ,1942,Robinson Crusoe.,813547610,None
None,Pretoria ,1942,Robinson Crusoe.,813547610,None
None,Pretoria ,1921,Robinson Crusoe Afrikaanse bewerking deur G R von Wielligh.,870123798,None
None,Pretoria ,1920,Robinson Crusoë,896757629,None
None,Pretoria ,1955,Robinson Crusoe. (Vertaling van G.R. von Wielligh. Hersiene en verwerkte uitgawe.).,559901759,None
None,Printed at Boston ,45 N,"The life and most surprising adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years in an uninhabited island, on the coast of America, lying near the mouth of the great river of Oroonoque: having been cast on shore by shipwreck, wherein all the men were drowned but himself: as also, a relation how he was wonderfully delivered by pirates.",977361943,None
None,Printed at Boston ,45 N,"The life and most surprising adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years in an uninhabited island, on the coast of America, lying near the mouth of the great river of Oroonoque: having been cast on shore by shipwreck, wherein all the men were drowned but himself: as also, a relation how he was wonderfully delivered by pirates",874678818,None
None,Printed at Worcester ,1789,Travels of Robinson Crusoe.,977857944,None
None,Printed at Worcester ,1794,Travels of Robinson Crusoe.,977246164,None
None,Printed by A. Donaldson & J. Reid ,1765,The Life and most Surprising Adventures of Robinson Crusoe ... The eighth edition. [With plates.].,559894521,None
None,Printed by A. Donaldson & J. Reid ,1765,The Life and most Surprising Adventures of Robinson Crusoe ... The eighth edition. [With plates.].,559894521,None
None,Printed for the Booksellers ,1800,The Exploits of Robinson Crusoe ... Illustrated with cuts. [A chapbook.].,559895265,None
None,Prishtinë ,1966,Robinson Kruso. Botim i dytë. (Simbas rikallzimit në shqip prej Dr. Gjergj Pekmezit.).,559892949,None
None,Project Gutenberg ,2007,Robinson Crusoe,746971925,None
None,Project Gutenberg ,2007,Robinson Crusoe,746971925,None
None,Project Gutenberg ,2006,Robinson Crusoe,703929247,None
None,Project Gutenberg ,2007,An American Robinson Crusoe for American Boys and Girls,747736738,None
None,Project Gutenberg ,2004,"The Life and Most Surprising Adventures of Robinson Crusoe, of York, Mariner (1801)",703924455,None
None,Project Gutenberg ,2004,"The Life and Adventures of Robinson Crusoe of York, Mariner, Volume 1 With an Account of His Travels Round Three Parts of the Globe, Written By Himself, in Two Volumes",703926103,None
None,Project Gutenberg ,2012,Robinson Crusoe (I/II),980870226,None
None,Project Gutenberg ,2012,Robinson Crusoe (II/II),914181133,None
None,Project Gutenberg ,2012,"Het leven en de lotgevallen van Robinson Crusoe, t. 2",980871303,None
None,Project Gutenberg ,2012,"Het leven en de lotgevallen van Robinson Crusoe, t. 1",979978831,None
None,Purnell ,1977,Robinson Crusoe.,1038139079,None
None,Putnam ,1980,Robinson Crusoe.,704082104,None
None,Putnam ,1980,Robinson Crusoe.,704082104,None
None,Québec ,19--,Les aventures de Robinson Crusoe,1039370131,None
None,Rabén & Sjögren ,2014,Robinson Crusoe,941150731,None
None,Rabén & Sjögren ,2014,Robinson Crusoe,941150731,None
None,Racine ,1955,Robinson Crusoe,25769417,None
None,Racine ,1960,Robinson Crusoe.,732782591,None
None,Racine ,1960,Robinson Crusoe.,732782591,None
None,Racine ,1934,The story of Robinson Crusoe : retold from the story by Daniel Defoe.,46846437,None
mdp.39015078554626,Racine Wisconsin,1917,"The adventures of Robinson Crusoe, by Daniel Defoe, illustrated by Elizabeth Rosenkrans, edited by Rosemary Kingston [pseud.]",13769389,eng
None,Raleigh ,199-,Robinson Crusoe,49293345,None
None,Raleigh ,199-,Robinson Crusoe,880819285,None
None,Raleigh ,1995,Robinson Crusoe,818958371,None
None,Raleigh ,199-,Robinson Crusoe,936430426,None
None,Ranʻ kunʻ mruiʹ ,1959,Roʻbaṅchaṅʻ karūʺchuiʺ = Robinson crusoe,605318434,None
None,Rangoon ,1890,Robinson Crusoe,500385492,None
None,Rangoon ,1902,"The translation of the whole book of Robinson Crusoe in Burmese,",7563413,None
None,Rangoon ,1902,"The translation of the whole book of Robinson Crusoe in Burmese,",7563413,None
None,Raphael Tuck & Sons ,1936,Robinson Crusoe ... [Part 1.] Abridged.,559900790,None
None,Rastatt Favorit-Verl. ,1971,1971 Robinson Crusoe,73869577,None
None,Real Reads ,2013,Robinson crusoe.,1023126965,None
None,Rearsby [England] ,2012,Robinson Crusoe,975279729,None
None,Recanati ,2015,Robinson Crusoe [A1],935823522,None
None,Redhill ,1952,Robinson Crusoe,225199477,None
None,Regensburg ,1938,Daniel Defoes Robinson Crusoe,258571221,None
None,Regensburg Habbel ,1914,1914 Robinson Crusoe,72603286,None
None,Reinbek ,1972,Robinson Crusoe,74122653,None
None,Remseck ,1997,Robinson Crusoe,75767912,None
None,Retie ,1965,Robinson Crusoe,246046150,None
None,Reutlingen ,1938,Robinson Crusoe,258404139,None
None,Reutlingen ,1929,Robinson Crusoe,254808590,None
None,Reutlingen ,1918,Robinson Crusoe,891510267,None
None,Reutlingen ,19]5,Robinson Crusoe,254553266,None
None,Reutlingen ,1935,Robinson Crusoe,254549439,None
None,Reutlingen ,1997,"Leben und Abenteuer des weltberühmten Engländers Robinson Crusoe welcher durch Sturm und Schiffbruch auf eine ferne, einsame Insel geworfen, darauf 28 Jahre gelebt und zuletzt wunderbarerweise gerettet wurde, nach einem englischen Erstexemplar",75807045,None
None,Reutlingen Enßlin & Laiblin ,1943,1943 Robinson Crusoe,721008175,None
None,Reykjavík ,1886,Róbínson Krúsóe. Þýðingar ágrip eptir Steingrím Thorsteinsson. Með myndum. [An adaptation.].,559903102,None
None,Reykjavík ,1886,Róbínson Krúsóe. Þýðingar ágrip eptir Steingrím Thorsteinsson. Með myndum. [An adaptation.].,559903102,None
hvd.hnuswa,Reykjavik,1886,Róbínson Krúsoe : þýðingar ágrip / eptir Steingrím Thorsteinsson.,4417965,ice
None,Richmond ,2008,Robinson Crusoe,176917007,None
None,Richmond ,2015,Robinson Crusoe,935682589,None
None,Richmond ,2008,Robinson Crusoe,639227581,None
None,Richmond [Yorks.] ,1810,"The Life and Surprising Adventures of Robinson Crusoe ... Adorned with cuts. [Part 1, abridged.].",855519049,None
None,Richmond [Yorkshire] ,1809,"The life and surprising adventures of Robinson Crusoe of York, mariner : who lived eight and twenty years alone in an uninhabited island ...",55544156,None
None,Rīgā ,1966,Robinsons Kruzo. (Tulkojusi Mirdza Kempe.) [With illustrations.].,559903138,None
None,Rijswijk ,1952,Robinson Crusoë,65951432,None
None,Rijswijk ,1952,Robinson Crusoë,65951432,None
None,Rio de Janeiro; Paris; Corbeil [printed] ,1863,"Aventuras de Robinson Crusoé, traduzidas do original inglez. Nova ediçáo, illustrada, com vinte e quatro lindas gravuras.",559894201,None
None,Roma ,1944,"La vita e le avventure di Robinson Crusoe, marinaio di York.",37207884,None
None,Romania ,19-?,Robinson Crusoe,858035336,None
None,Roslyn ,1969,Robinson Crusoe,45371232,None
None,Roslyn ,1941,Robinson Crusoe,1014857733,None
None,Roslyn ,1941,Robinson Crusoe,1039352762,None
mdp.39015078557538,Rotterdam,1863,"De levensgeschiedenis van Robinson Crusoe, naar den roman van Daniel De Foe op nieuw verteld door N.A. van Charante ... Met 24 fraaije platen.",23399895,dut
mdp.39015078557496,Rotterdam,1889,Het leven en de lotgevallen van Robinson Crusoe. Naar de oorspronkelijke uitgave bewerkt door G. Velderman ... Geĭllustreerd met 12 platen van Josef Scheidel Jr.,7617133,dut
None,Rotterdam ,1974,Robinson Crusoe,245708725,None
None,Rotterdam ,1974,Robinson Crusoe,32296435,None
None,Rotterdam ,1920,Robinson Crusoë,64133535,None
None,Rotterdam ,2003,Het leven en de vreemde verrassende avonturen van Robinson Crusoe,66755958,None
None,Rotterdam ,1946,Het leven en de vreemde verrassende avonturen van Robinson Crusoe van York,902131777,None
None,Rotterdam ; Amsterdam ,195-,Robinson Crusoë,64133440,None
None,Rotterdam ; Antwerpen ,1946,"Het leven en de vreemde verrassende avonturen van Robinson Crusoë van York, zeeman, die acht en twintig jaren geheel alleen leefde op een onbewoond eiland op de kust van America, nabij den mond van de groote rivier Orinoco, waar hij te land was gekomen door een schipbreuk, waarbij alle opvarenden verdronken, behalve hijzelf. Met een verhaal hoe hij tenslotte op even vreemde wijze door zeeroovers werd bevrijd. Door hemzelf geschreven",64283740,None
None,Rotterdam [etc.] ,1949,Robinson Crusoë,68515300,None
None,Rouen ,1829,Principales aventures de Robinson Crusoé...,1040493659,None
None,Rum ,2016,"Robinson Crusoe, Class Set Helbling Readers Classics, Level 2 (A1/A2)",964670302,None
None,Rum ,2016,"Robinson Crusoe, Class Set Helbling Readers Classics, Level 2 (A1/A2)",964670302,None
mdp.39015078552372,Rutland,1872,"The life and surprising adventures of Robinson Crusoe of York, mariner.",26812743,eng
None,'s Bosch ,1870,Lotgevallen van Robinson Crusoë.,870299313,None
None,'s Bosch ,1870,Lotgevallen van Robinson Crusoë.,870299313,None
None,'s Gravenhage ,1921,Robinson Crusoë,64133492,None
None,'s Gravenhage ,1850,De kleine Robinson Crusoe.,23400249,None
None,S.L. ,1988,Robinson Crusoe,492507638,None
None,S.l. ,1791,"[The life and most surprising adventures of Robinson Crusoe, of York, mariner : Containing a full and particular account how he lived twenty-eight years in an unihabited island on the coast of America: how his ship was lost in a storm, and all his companions drowned; and how he was cast upon the shore by the wreck: with a true relation how he was at last miraculously preserved by pirates",874678843,None
None,S.L. ,2001,Robinson Crusoe,760731550,None
None,S.L. ,1935,Robinson Crusoe,633087535,None
None,S.L. ,1778,"The Farther Adventures of Robinson Crusoe ; being The Second and Last Part of his Life, And of the Strange Surprising Account of his Travels Round Three Parts of the Globe. Written by Himself. The Fifteenth Edition, ...",401306442,None
None,S.L. ,1957,Robinson Crusoe : für Jungen von 10 bis 14 Jahren,245649686,None
None,S.l. Printed at Osborne's office ,1793,"The most surprising adventures, and wonderful life of Robinson Crusoe, of York, mariner containing--A full and particular account how his ship was lost in a storm, and all his companions were drowned, and he only was cast upon the shore by the wreck; and how he lived eight and twenty years in an uninhabited island, on the coast of America, &c.; With a true relation how he was at last miraculously preserved by pirates, &c.; &c;",837162559,None
None,S.P.C.K. ,1893,"Robinson Crusoe. [Part 1, abridged.].",559898754,None
None,Saarlouis ,1916,Robinson Crusoe,72494264,None
None,Saarlouis ,1950,Robinson Crusoe : Leben und seltsame Abenteuer des Seemanns Robinson Crusoe,312732923,None
None,Saarlouis ,1950,Robinson Crusoe : Leben und seltsame Abenteuer des Seemanns Robinson Crusoe,312732923,None
